ā bà	阿壩
yún dǐng zhèn	雲頂鎮
yún dōng zhèn	勻東鎮
yùn dǒu zhèn	熨斗鎮
yún fēng xiāng	雲峰鄉
yún fēng zhèn	雲峰鎮
yún fú xiàn	雲浮縣
yún gāng qū	雲岡區
yún gāng zhèn	雲岡鎮
yún guān xiāng	雲關鄉
yún guì xiāng	雲貴鄉
yùn hé qū	運河區
yún hé xiàn	雲和縣
yùn hé zhèn	運河鎮
yún hé zhèn	雲合鎮
yún hè zhèn	雲鶴鎮
yún jí zhèn	雲集鎮
yùn jiāng zhèn	運江鎮
yún jǐn zhèn	雲錦鎮
yún lè zhèn	雲樂鎮
yún lín xiàn	雲林縣
yún lǐng xiāng	雲嶺鄉
yún lǐng zhèn	雲嶺鎮
yún líng zhèn	雲陵鎮
yún lóng qū	雲龍區
yún lóng xiàn	雲龍縣
yún lóng xiāng	雲龍鄉
yún lóng zhèn	雲龍鎮
yún lù zhèn	雲路鎮
yún luò zhèn	雲落鎮
yún mèng xiàn	雲夢縣
yún mèng xiāng	雲夢鄉
yún nán zhàn	雲南站
yún píng zhèn	雲屏鎮
yún quán zhàn	雲泉站
yún shān zhèn	雲山鎮
yùn shān zhèn	運山鎮
yún shuǐ zhèn	雲水鎮
yún tái zhèn	雲台鎮
yún tán zhèn	雲潭鎮
yún tián zhèn	雲田鎮
yún wù zhèn	雲霧鎮
yún xī qū	雲溪區
yún xī xiàn	鄖西縣
yún xī xiāng	雲溪鄉
yún xī zhèn	雲溪鎮
yún xiāo xiàn	雲霄縣
yún xīng zhèn	雲興鎮
yún yán qū	雲岩區
yún yán zhèn	雲岩鎮
yún yáng qū	鄖陽區
yún yáng xiàn	雲陽縣
yún yáng zhèn	雲陽鎮
yún zhōu qū	雲州區
yún zhōu xiāng	雲州鄉
zá duō xiàn	雜多縣
zá sè zhèn	雜色鎮
zài běi zhàn	在北站
zài běi zhèn	在北鎮
zǎi biàn zhèn	宰便鎮
zài chē zhàn	在車站
zài chéng zhàn	在城站
zài chéng zhèn	在城鎮
zài fēng zhèn	在豐鎮
zài hā zhàn	在哈站
zǎi jiǎo zhuāng	仔腳莊
zài jiǔ bǎo	在九堡
zāi má zhèn	栽麻鎮
zài miào zhèn	在妙鎮
zài nán zhàn	在南站
zài níng xiāng	在寧鄉
zài píng xiāng	在萍鄉
zài qīng zhèn	在清鎮
zài sān zhàn	在三站
zài tóng xiāng	在桐鄉
zài xī zhàn	在西站
zài xiāng xiāng	在湘鄉
zài xīn xiāng	在新鄉
zài zǎo zhuāng	在棗莊
zài zhōng xiāng	在中鄉
zǎn gǎng xiāng	昝崗鄉
zǎn gǎng zhèn	昝崗鎮
zán guǒ xiāng	咱果鄉
zàn huáng xiàn	贊皇縣
zàn huáng zhèn	贊皇鎮
zán men xiàn	咱們縣
zàn zì xiāng	贊字鄉
zāng cūn zhèn	臧村鎮
zāng kē zhèn	牂牁鎮
zāng tún zhèn	臧屯鎮
zāng wān xiāng	臧灣鄉
zāng zhài xiāng	臧寨鄉
zǎo cūn xiāng	棗村鄉
zǎo dōu zhèn	璪都鎮
zào hé zhèn	皂河鎮
zào jiǎ xiāng	造甲鄉
zào jiāo zhèn	皁郊鎮
zǎo lín xiāng	棗林鄉
zǎo lín zhèn	棗林鎮
zǎo lǐng xiāng	棗嶺鄉
zǎo qiáng xiàn	棗強縣
zǎo qiáng zhèn	棗強鎮
zào qiáo xiāng	造橋鄉
zǎo shèng zhèn	早勝鎮
zào shì zhèn	皁市鎮
zǎo shì zhèn	棗市鎮
zào tóu zhèn	皁頭鎮
zǎo xī xiāng	澡溪鄉
zǎo xī zhèn	藻溪鎮
zǎo xià zhèn	澡下鎮
zǎo xiàng zhèn	棗巷鎮
zǎo yáng shì	棗陽市
zǎo yáng xiàn	棗陽縣
zǎo yáng zhèn	早陽鎮
zǎo yuán xiāng	棗園鄉
zǎo yuán zhàn	棗園站
zǎo yuán zhèn	棗園鎮
zǎo zhuāng zhèn	棗莊鎮
zé bā xiāng	則巴鄉
zé dāng zhèn	澤當鎮
zé guó zhèn	澤國鎮
zé hēi xiāng	則黑鄉
zé jiā zhèn	澤家鎮
zé kù xiàn	澤庫縣
zé kù zhèn	澤庫鎮
zé lín zhèn	澤林鎮
zé pǔ xiàn	澤普縣
zé pǔ xiāng	則普鄉
zé pǔ zhèn	澤普鎮
zé qǔ zhèn	澤曲鎮
zé quán xiāng	澤泉鄉
zé róng zhèn	則戎鎮
zé tán xiāng	澤覃鄉
zé tóu zhèn	澤頭鎮
zé xǔ xiāng	則許鄉
zé yǎ zhèn	澤雅鎮
zé yuǎn zhèn	澤遠鎮
zé zhǎng zhèn	澤掌鎮
zé zhōu xiàn	澤州縣
zēng chéng qū	增城區
zēng chéng xiàn	增城縣
zēng cūn zhèn	增村鎮
zēng cuò ǎn	曾厝垵
zēng dū qū	曾都區
zēng fú zhèn	增福鎮
zēng jiā xiāng	曾家鄉
zēng jiā zhèn	曾家鎮
zèng kē xiāng	贈科鄉
zēng kǒu zhèn	曾口鎮
zēng qī xiāng	增期鄉
zēng shèng zhèn	增盛鎮
zēng tián zhèn	增田鎮
zēng xī zhèn	曾溪鎮
zhā bā zhèn	扎巴鎮
zhà cūn zhèn	柞村鎮
zhá dá xiàn	札達縣
zhā dá xiàn	扎達縣
zhà diāo bǎo	炸碉堡
zhā dù zhèn	渣渡鎮
zhā duǒ zhèn	扎朵鎮
zhā gān xiàn	扎甘縣
zhà gǎng zhèn	柞崗鎮
zhā guǒ xiāng	扎果鄉
zhā hé xiāng	扎河鄉
zhá huǎng zhàn	札幌站
zhā jiāng zhèn	渣江鎮
zhā jīn zhèn	渣津鎮
zhā kē xiāng	扎科鄉
zhá kǒu zhèn	閘口鎮
zhā lā xiāng	扎拉鄉
zhā lóng zhèn	扎龍鎮
zhā máo xiāng	扎毛鄉
zhā mù zhèn	扎木鎮
zhā náng xiàn	扎囊縣
zhā píng xiāng	渣坪鄉
zhá pō zhèn	閘坡鎮
zhà pǔ zhèn	乍浦鎮
zhā qí xiāng	扎其鄉
zhā qīng xiāng	扎青鄉
zhā qǔ xiāng	扎曲鄉
zhā rén zhèn	扎仁鎮
zhā rì xiāng	扎日鄉
zhà shì zhèn	柞市鎮
zhà shuǐ xiàn	柞水縣
zhā táng zhèn	扎塘鎮
zhā tuō xiāng	扎拖鄉
zhā wǎ zhèn	扎瓦鎮
zhā wō zhèn	扎窩鎮
zhā xī zhèn	扎西鎮
zhā xià zhèn	扎下鎮
zhā xiāng xiàn	扎襄縣
zhā xuě xiāng	扎雪鄉
zhà yáng xiāng	乍洋鄉
zhā yóu xiāng	扎油鄉
zhā yù zhèn	扎玉鎮
zhā yuán xiāng	渣元鄉
zhǎ zǐ zhèn	砟子鎮
zhài ān xiāng	寨安鄉
zhài bà zhèn	寨壩鎮
zhái běi xiāng	宅北鄉
zhài gǎng zhèn	寨崗鎮
zhài gēn xiāng	寨根鄉
zhài hāo zhèn	寨蒿鎮
zhài hé xiāng	寨河鄉
zhài hé zhèn	寨河鎮
zhái jí xiāng	宅吉鄉
zhài kē xiāng	寨科鄉
zhài lè zhèn	寨樂鎮
zhài lǐ xiāng	寨裡鄉
zhài lǐ zhèn	寨裡鎮
zhài lóng zhèn	寨隆鎮
zhái lǒng zhèn	宅壟鎮
zhài qián zhèn	寨前鎮
zhài shā zhèn	寨沙鎮
zhāi tán xiāng	齋壇鄉
zhāi táng zhèn	齋堂鎮
zhài tóu xiāng	寨頭鄉
zhái wú zhèn	宅梧鎮
zhài xià zhèn	寨下鎮
zhài xū zhèn	寨圩鎮
zhài yá xiāng	寨牙鄉
zhài yá xiāng	砦牙鄉
zhài yīng zhèn	寨英鎮
zhái zhōng xiāng	宅中鄉
zhài zi xiāng	寨子鄉
zhài zi zhèn	寨子鎮
zhàn běi xiāng	湛北鄉
zhàn chéng zhèn	占城鎮
zhān diàn zhèn	詹店鎮
zhǎn gōu zhèn	展溝鎮
zhàn hǎi xiāng	戰海鄉
zhàn hé qū	湛河區
zhàn hé zhèn	戰河鎮
zhān huà qū	沾化區
zhān huà xiàn	沾化縣
zhàn jí zhèn	站集鎮
zhān jiā zhèn	詹家鎮
zhàn jiāng zhàn	湛江站
zhàn jiāng zhèn	湛江鎮
zhàn jiē zhèn	站街鎮
zhàn lǒng zhèn	佔隴鎮
zhàn mǐn xiāng	站敏鄉
zhǎn píng zhèn	展坪鎮
zhàn pǔ zhèn	湛普鎮
zhān qí zhèn	瞻岐鎮
zhàn qí zhèn	戰旗鎮
zhàn qián qū	站前區
zhān qiáo zhèn	詹橋鎮
zhàn shān xiāng	佔山鄉
zhān shàng zhèn	沾尚鎮
zhàn tān xiāng	站灘鄉
zhàn táng xiāng	站塘鄉
zhàn tián xiāng	湛田鄉
zhàn wa xiāng	佔哇鄉
zhān wéi zhèn	詹圩鎮
zhān xī zhèn	沾溪鎮
zhǎn xī zhèn	盞西鎮
zhān yì qū	沾益區
zhān yì xiàn	沾益縣
zhān yì zhàn	沾益站
zhān yú zhèn	瞻榆鎮
zhàn zhǎng zhàn	站長站
zhāng ān cūn	張安村
zhāng bà cūn	張壩村
zhàng bā zhèn	丈八鎮
zhāng bǎn zhèn	張坂鎮
zhāng bàng zhèn	張塝鎮
zhāng bǎo cūn	張堡村
zhāng bǎo cūn	張保村
zhāng běi cūn	張北村
zhāng běi shì	張北市
zhāng běi xiàn	張北縣
zhāng běi zhèn	張北鎮
zhāng bì cūn	張壁村
zhāng biàn xiāng	張汴鄉
zhǎng bù zhèn	掌布鎮
zhāng chǎng cūn	張場村
zhāng chǎng zhèn	張場鎮
zhāng chén cūn	張陳村
zhāng chéng xiāng	張程鄉
zhāng chéng zhèn	樟城鎮
zhāng chí cūn	張池村
zhāng chuān cūn	張川村
zhāng cí cūn	張祠村
zhāng cūn cūn	張村村
zhāng cūn hé	張村河
zhāng cūn xiāng	張村鄉
zhāng cūn xiāng	章村鄉
zhāng cūn zhèn	張村鎮
zhāng cūn zhèn	章村鎮
zhāng cūn zhèn	樟村鎮
zhāng cuò cūn	張厝村
zhāng cuò xiāng	張厝鄉
zhāng dá xiāng	張達鄉
zhāng dàn xiāng	章旦鄉
zhāng dǎng zhèn	章黨鎮
zhāng dé zhèn	張得鎮
zhāng dēng zhèn	張登鎮
zhāng dī cūn	張堤村
zhāng diàn cūn	張店村
zhāng diàn qū	張店區
zhāng diàn xiāng	張店鄉
zhāng diàn zhèn	張店鎮
zhǎng diān zhèn	長甸鎮
zhāng diān zhèn	張甸鎮
zhāng dōng cūn	張東村
zhāng dǒng cūn	張董村
zhāng dōu xiāng	章都鄉
zhāng dòu zhèn	樟鬥鎮
zhāng dù cūn	張杜村
zhāng dūn cūn	張墩村
zhāng dūn zhèn	漳墩鎮
zhāng duō xiāng	章多鄉
zhāng èr zhuāng	張二莊
zhāng fàn cūn	張畈村
zhāng fāng cūn	張坊村
zhāng fāng xiāng	張坊鄉
zhāng fāng zhèn	張坊鎮
zhāng fèng zhèn	章縫鎮
zhāng fèng zhèn	章鳳鎮
zhāng gǎng cūn	張崗村
zhāng gǎng xiāng	張崗鄉
zhāng gǎng zhèn	張港鎮
zhāng gāo cūn	張高村
zhāng gāo zhèn	張皋鎮
zhāng gé cūn	張閣村
zhāng gé zhèn	張閣鎮
zhāng gè zhuāng	張各莊
zhāng gē zhuāng	張戈莊
zhāng gé zhuāng	張格莊
zhāng gōng cūn	張公村
zhāng gōng qiáo	張公橋
zhāng gòng qū	章貢區
zhāng gōng zhèn	張公鎮
zhāng gōng zhèn	張弓鎮
zhāng gōu cūn	張溝村
zhāng gōu zhèn	張溝鎮
zhāng gǔ cūn	張古村
zhāng gǔ zhèn	章谷鎮
zhāng gǔ zhuāng	張古莊
zhāng guān cūn	張官村
zhāng guān miào	張關廟
zhāng guān zhèn	張關鎮
zhǎng guān zhèn	長官鎮
zhāng guān zhèn	彰冠鎮
zhāng guǎng zhèn	章廣鎮
zhāng guì zhuāng	張貴莊
zhāng guō cūn	張郭村
zhāng guō zhèn	張郭鎮
zhāng guō zhuāng	張郭莊
zhāng hǎi cūn	張海村
zhāng hǎi zhèn	樟海鎮
zhāng hé cūn	張河村
zhāng hè zhèn	張赫鎮
zhāng hé zhèn	漳河鎮
zhāng hóng zhèn	張洪鎮
zhāng hóu cūn	張侯村
zhāng hú cūn	張湖村
zhāng hú cūn	張胡村
zhāng hú zhèn	漳湖鎮
zhāng hú zhèn	樟湖鎮
zhāng huá cūn	張華村
zhāng huà cūn	張化村
zhāng huà shì	彰化市
zhāng huà xiàn	彰化縣
zhāng huá zhèn	張華鎮
zhāng huà zhèn	章化鎮
zhāng huá zhèn	章華鎮
zhāng huáng zhèn	張黃鎮
zhāng jí cūn	張集村
zhāng jí cūn	張吉村
zhāng jí xiāng	張集鄉
zhāng jí zhèn	張集鎮
zhāng jì zhèn	張紀鎮
zhāng jiā bà	張家壩
zhāng jiā bāng	張家浜
zhāng jiā bǎo	張家堡
zhāng jiā chǎng	張家場
zhāng jiā chōng	張家衝
zhāng jiā cí	張家祠
zhāng jiā cūn	張家村
zhāng jiǎ cūn	張賈村
zhāng jiā diàn	張家店
zhāng jiā dūn	張家墩
zhāng jiā fàn	張家畈
zhāng jiā fāng	張家坊
zhāng jiā fáng	張家房
zhāng jiā fén	張家墳
zhāng jiā gǎng	張家港
zhāng jiā gōu	張家溝
zhāng jiā hé	張家河
zhāng jiā hú	張家湖
zhāng jiā jiè	張家界
zhāng jiā kǒu	張家口
zhāng jiā lǐng	張家嶺
zhāng jiā lóu	張家樓
zhāng jiā miào	張家廟
zhāng jiā nòng	張家弄
zhāng jiā pàn	張家畔
zhāng jiā píng	張家坪
zhāng jiā pō	張家坡
zhāng jiā pù	張家鋪
zhāng jiā qiáo	張家橋
zhāng jiā shān	張家山
zhāng jiā sì	張家寺
zhāng jiā tǎ	張家塔
zhāng jiā tán	張家潭
zhāng jiā táng	張家塘
zhāng jiā tún	張家屯
zhāng jiā wā	張家窪
zhāng jiā wān	張家灣
zhāng jiā xī	張家溪
zhāng jiā xiàng	張家巷
zhāng jiā xiāng	張家鄉
zhāng jiā yáo	張家窯
zhāng jiā yíng	張家營
zhāng jiā yuàn	張家院
zhāng jiā zhài	張家寨
zhāng jiā zhèn	張家鎮
zhāng jiā zhèn	彰加鎮
zhāng jiā zhuāng	張家莊
zhāng jiā zuǐ	張家嘴
zhāng jiāng zhèn	張江鎮
zhāng jiē cūn	張街村
zhāng jīn zhèn	張金鎮
zhāng jǐng cūn	張井村
zhāng jìng gāo	張靖皋
zhāng jǔ cūn	張咀村
zhāng kēng cūn	張坑村
zhāng kǒu cūn	張口村
zhāng lán zhèn	張蘭鎮
zhǎng lǎo xiāng	長老鄉
zhāng léng xiāng	張楞鄉
zhāng lǐ cūn	張李村
zhāng lǐ cūn	張里村
zhāng lǐ xiāng	張李鄉
zhāng lǐ xiāng	張裏鄉
zhāng lí zhuāng	張犁莊
zhāng liáng cūn	張良村
zhāng liáng zhèn	張良鎮
zhāng lín cūn	張林村
zhāng lín zhèn	張林鎮
zhāng lǐng cūn	張嶺村
zhāng liú cūn	張劉村
zhāng lóng cūn	張龍村
zhāng lóu cūn	張樓村
zhāng lóu xiāng	張樓鄉
zhāng lóu zhèn	張樓鎮
zhāng lǔ zhèn	張魯鎮
zhāng mǎ bàn	張碼辦
zhāng mǎ cūn	張馬村
zhāng máo xiāng	張茅鄉
zhāng mén cūn	張門村
zhāng mián xiāng	張棉鄉
zhāng miào cūn	張廟村
zhāng míng xiāng	張明鄉
zhāng míng zhèn	彰明鎮
zhāng mò xiāng	獐獏鄉
zhāng mù xiāng	樟木鄉
zhāng mù zhèn	樟木鎮
zhāng nán cūn	張南村
zhāng nán zhuāng	張南莊
zhāng pái zhuāng	張牌莊
zhāng pàn zhèn	張畔鎮
zhāng pān zhèn	張潘鎮
zhāng píng cūn	張坪村
zhāng píng shì	漳平市
zhāng píng xiàn	漳平縣
zhāng píng zhàn	漳平站
zhāng pō cūn	張坡村
zhāng pǔ cūn	張埔村
zhāng pù cūn	張鋪村
zhāng pǔ xiàn	漳浦縣
zhāng pǔ zhèn	張浦鎮
zhāng pù zhèn	張鋪鎮
zhāng pù zhèn	樟鋪鎮
zhǎng qǐ zhèn	掌起鎮
zhāng qiáng zhèn	張強鎮
zhāng qiáo cūn	張橋村
zhāng qiáo xiāng	張橋鄉
zhāng qiáo zhàn	張橋站
zhāng qiáo zhèn	張橋鎮
zhāng qìng xiāng	張慶鄉
zhāng qīng xiāng	張青鄉
zhǎng qīng zhèn	長卿鎮
zhāng qiū qū	章丘區
zhāng qiū xiàn	章丘縣
zhāng qiū zhàn	章丘站
zhāng qiū zhèn	張秋鎮
zhāng shān cūn	張山村
zhāng shān xiāng	張山鄉
zhāng shān zhèn	張山鎮
zhāng shān zhèn	樟山鎮
zhāng shě cūn	張舍村
zhāng shě zhèn	張舍鎮
zhāng shì zhèn	張市鎮
zhāng shì zhèn	樟市鎮
zhāng shù shì	樟樹市
zhāng shù xiāng	樟樹鄉
zhāng shù zhàn	樟樹站
zhāng shù zhèn	樟樹鎮
zhāng shuǐ zhèn	章水鎮
zhāng tái cūn	張台村
zhāng tái zhèn	章臺鎮
zhāng tān cūn	張灘村
zhāng tān zhèn	張灘鎮
zhāng táng cūn	張堂村
zhāng táng cūn	張塘村
zhāng táng zhèn	樟塘鎮
zhāng táo xiāng	張陶鄉
zhāng tián cūn	張田村
zhàng tíng zhèn	丈亭鎮
zhāng tuǎn cūn	張疃村
zhāng tún cūn	張屯村
zhāng tuó xiāng	章馱鄉
zhāng wā cūn	張窪村
zhāng wān cūn	張灣村
zhāng wàn cūn	張萬村
zhāng wān qū	張灣區
zhāng wān xiāng	張灣鄉
zhāng wān zhèn	張灣鎮
zhāng wān zhèn	漳灣鎮
zhāng wáng cūn	張王村
zhāng wàng cūn	張旺村
zhāng wāng zhèn	張汪鎮
zhāng wáng zhèn	張王鎮
zhāng wéi cūn	張圩村
zhāng wéi xiāng	張圩鄉
zhāng wéi zhèn	張維鎮
zhāng wén zhuāng	張文莊
zhāng wū cūn	張屋村
zhāng wú cūn	張吳村
zhāng wǔ xiàn	彰武縣
zhāng wǔ zhèn	彰武鎮
zhāng wú zhèn	鄣吳鎮
zhāng wù zhèn	張塢鎮
zhāng xī cūn	張西村
zhāng xī cūn	張溪村
zhāng xī xiāng	樟溪鄉
zhāng xī xiāng	漳溪鄉
zhāng xī zhèn	張溪鎮
zhāng xī zhèn	樟溪鎮
zhāng xǐ zhuāng	張喜莊
zhāng xià zhèn	張夏鎮
zhāng xiàng cūn	張巷村
zhāng xiāng cūn	張相村
zhāng xiàng zhèn	張巷鎮
zhāng xiāng zhèn	張相鎮
zhāng xiè cūn	張謝村
zhāng xīn cūn	張新村
zhāng xīn cūn	張辛村
zhāng xīn zhèn	張新鎮
zhāng xīn zhuāng	張辛莊
zhāng xīn zhuāng	張新莊
zhāng xīng zhèn	張星鎮
zhāng xīng zhuāng	張興莊
zhāng yàn zhèn	張堰鎮
zhāng yáng cūn	張楊村
zhāng yáng cūn	張陽村
zhāng yáng lù	張揚路
zhāng yáng lù	張楊路
zhāng yáo cūn	張窯村
zhāng yè cāng	張掖倉
zhāng yè lù	張掖路
zhāng yè shì	張掖市
zhāng yè xiàn	張掖縣
zhāng yè zhàn	張掖站
zhāng yí cūn	張儀村
zhāng yì zhèn	張義鎮
zhāng yì zhèn	張易鎮
zhāng yíng cūn	張營村
zhāng yíng xiāng	張營鄉
zhāng yíng zhèn	張營鎮
zhāng yǔ zhèn	張宇鎮
zhāng yuàn cūn	張院村
zhāng yuán cūn	張塬村
zhāng yuán cūn	張園村
zhāng yuán cūn	張元村
zhāng yuán zhèn	漳源鎮
zhāng zé cūn	張則村
zhāng zhā zhèn	漳扎鎮
zhāng zhài cūn	張寨村
zhāng zhái cūn	張宅村
zhāng zhài xiāng	張寨鄉
zhāng zhài zhèn	張寨鎮
zhāng zhào cūn	張趙村
zhāng zhèn cūn	張鎮村
zhāng zhèn zhèn	章鎮鎮
zhǎng zhèng zhèn	掌政鎮
zhāng zhī cūn	張芝村
zhāng zhōu zhàn	漳州站
zhāng zhǔ zhèn	張渚鎮
zhāng zhuāng cūn	張莊村
zhāng zhuāng lù	張莊路
zhāng zhuāng qiáo	張莊橋
zhāng zhuāng xiāng	張莊鄉
zhāng zhuāng xiāng	章莊鄉
zhāng zhuāng zhàn	張莊站
zhāng zhuāng zhèn	張莊鎮
zhǎng zǐ xiàn	長子縣
zhào ān xiàn	詔安縣
zhāo ān zhèn	招安鎮
zhào bà cūn	趙壩村
zhào bā zhèn	趙八鎮
zhào bǎo cūn	趙堡村
zhào bǎo zhèn	趙堡鎮
zhào bǎo zhèn	趙保鎮
zhào běi cūn	趙北村
zhào běi xiāng	趙北鄉
zhào bì xiāng	趙壁鄉
zhào chén zhèn	肇陳鎮
zhào chéng xiàn	趙城縣
zhào chéng zhèn	趙城鎮
zhào chuān zhèn	趙川鎮
zhào cūn xiāng	趙村鄉
zhào cūn zhèn	趙村鎮
zhào dī zhèn	趙堤鎮
zhào diàn cūn	趙店村
zhào diàn xiāng	趙店鄉
zhào dōng cūn	趙東村
zhào dōng shì	肇東市
zhào dōng xiàn	肇東縣
zhào dōng zhèn	肇東鎮
zhào dù zhèn	趙渡鎮
zhào dūn xiāng	趙墩鄉
zhào dūn zhèn	趙墩鎮
zhào fàn cūn	趙畈村
zhào fāng cūn	趙坊村
zhào gǎng cūn	趙崗村
zhào gǎng xiāng	趙崗鄉
zhào gǎng zhèn	趙崗鎮
zhào gǎo guān	趙杲觀
zhào gè zhuāng	趙各莊
zhào gōng zhèn	召公鎮
zhào gōu cūn	趙溝村
zhào gù zhèn	趙固鎮
zhào guān zhèn	趙官鎮
zhāo guān zhèn	昭關鎮
zhào guāng zhèn	趙光鎮
zhào hǎi cūn	趙海村
zhào hé cūn	趙河村
zhào hé zhèn	趙河鎮
zhào hé zhèn	趙和鎮
zhào hú cūn	趙湖村
zhào hǔ zhèn	趙虎鎮
zhào huà cūn	趙化村
zhāo huà qū	昭化區
zhào huà zhèn	趙化鎮
zhāo huà zhèn	昭化鎮
zhào jí cūn	趙集村
zhào jí xiāng	趙集鄉
zhào jí zhèn	趙集鎮
zhào jiā bà	趙家壩
zhào jiā bǎo	趙家堡
zhào jiā chǎng	趙家場
zhào jiā cūn	趙家村
zhào jiā diàn	趙家店
zhào jiā dù	趙家渡
zhào jiā dūn	趙家墩
zhào jiā gǎng	趙家崗
zhào jiā gōu	趙家溝
zhào jiā lǐng	趙家嶺
zhào jiā lóu	趙家樓
zhào jiā miào	趙家廟
zhào jiā píng	趙家坪
zhào jiā qiáo	趙家橋
zhào jiā shān	趙家山
zhào jiā tái	趙家台
zhào jiā tún	趙家屯
zhào jiā wān	趙家灣
zhào jiā xī	趙家溪
zhào jiā xiàng	趙家巷
zhào jiā xiāng	趙家鄉
zhào jiā yáo	趙家窯
zhào jiā yuàn	趙家院
zhào jiā zhèn	趙家鎮
zhào jiā zhuāng	趙家莊
zhǎo jīn zhàn	沼津站
zhào jīn zhèn	照金鎮
zhào jìng zhèn	照鏡鎮
zhāo jué xiàn	昭覺縣
zhāo jūn zhèn	昭君鎮
zhào kāng zhàn	兆康站
zhào kāng zhèn	趙康鎮
zhào kuā zhèn	召誇鎮
zhào lǐ qiáo	趙李橋
zhào lín cūn	趙林村
zhào lǐng cūn	趙嶺村
zhāo líng zhèn	昭陵鎮
zhào lóu cūn	趙樓村
zhào mǎ cūn	趙馬村
zhào miào cūn	趙廟村
zhào miào zhèn	趙廟鎮
zhào péng zhèn	趙棚鎮
zhào píng cūn	趙坪村
zhāo píng xiàn	昭平縣
zhāo píng zhèn	昭平鎮
zhào pō cūn	趙坡村
zhào qiáo cūn	趙橋村
zhào qiáo xiāng	趙橋鄉
zhào qiáo zhèn	趙橋鎮
zhào qìng zhàn	肇慶站
zhào shān cūn	趙山村
zhǎo shān zhèn	沼山鎮
zhāo shān zhèn	昭山鎮
zhào shì zhèn	召市鎮
zhào sì cūn	趙寺村
zhāo sū xiàn	昭蘇縣
zhāo sū zhèn	昭蘇鎮
zhào tái cūn	趙臺村
zhāo tán zhèn	昭潭鎮
zhào táng cūn	趙堂村
zhào táng cūn	趙塘村
zhāo tōng xiàn	昭通縣
zhào tóng xiāng	趙同鄉
zhào tuǎn cūn	趙疃村
zhào tún cūn	趙屯村
zhào tún xiāng	趙屯鄉
zhào tún zhèn	趙屯鎮
zhào wā cūn	趙窪村
zhào wān cūn	趙灣村
zhào wān xiāng	趙灣鄉
zhào wān zhèn	趙灣鎮
zhào wáng chéng	趙王城
zhào wáng cūn	趙王村
zhào wáng fǔ	趙王府
zhào wáng líng	趙王陵
zhǎo wáng zhèn	找王鎮
zhào wéi cūn	趙圩村
zhào xī cūn	趙溪村
zhào xī cūn	趙西村
zhāo xián xiāng	招賢鄉
zhāo xián zhèn	招賢鎮
zhào xiàng cūn	趙巷村
zhào xiàng zhèn	趙巷鎮
zhāo xié zhèn	招攜鎮
zhào xīn zhuāng	趙辛莊
zhào xíng cūn	趙行村
zhào xīng zhèn	肇興鎮
zhào yǎ zhèn	兆雅鎮
zhāo yáng qū	昭陽區
zhào yáo cūn	趙窯村
zhào yíng cūn	趙營村
zhào yīng zhèn	趙英鎮
zhào yíng zhèn	趙營鎮
zhào yù cūn	趙峪村
zhào yǔ zhèn	趙宇鎮
zhāo yú zhèn	昭餘鎮
zhào yuán cūn	趙塬村
zhāo yuǎn shì	招遠市
zhào yuán xiàn	肇源縣
zhāo yuǎn xiàn	招遠縣
zhào yuán zhèn	肇源鎮
zhào zhài cūn	趙寨村
zhào zhōu qiáo	趙州橋
zhào zhōu xiàn	肇州縣
zhào zhōu zhèn	趙州鎮
zhào zhōu zhèn	肇州鎮
zhào zhuāng cūn	趙莊村
zhào zhuāng xiāng	趙莊鄉
zhào zhuāng zhèn	趙莊鎮
zhé bā xiāng	折巴鄉
zhě bǎo xiāng	者保鄉
zhè chéng xiàn	柘城縣
zhē dǎo zhèn	遮島鎮
zhě dōng zhèn	者東鎮
zhē fàng zhèn	遮放鎮
zhè gǎng xiāng	柘港鄉
zhè gāo zhèn	柘皋鎮
zhè ge zhàn	這個站
zhè gōu zhèn	柘溝鎮
zhé gǔ zhèn	哲古鎮
zhě hǎi zhèn	者海鎮
zhè jiāng cūn	浙江村
zhè jiāng zhàn	浙江站
zhé jué zhèn	哲覺鎮
zhě là xiāng	者臘鄉
zhě làng xiāng	者浪鄉
zhè lín zhèn	柘林鎮
zhě lóng xiāng	者竜鄉
zhě mì zhèn	者密鎮
zhě miào xiāng	禇廟鄉
zhě miáo xiāng	者苗鄉
zhè mù xiāng	柘木鄉
zhè mù zhèn	柘木鎮
zhé qiáo zhèn	哲橋鎮
zhé qiáo zhèn	折橋鎮
zhè róng xiàn	柘榮縣
zhě sāng xiāng	者桑鄉
zhè shān zhèn	柘山鎮
zhē shān zhèn	遮山鎮
zhè shuǐ xiāng	浙水鄉
zhě tài xiāng	者太鄉
zhě tù xiāng	者兔鄉
zhè wāng zhèn	柘汪鎮
zhè xī zhèn	柘溪鎮
zhě xià xiāng	者下鄉
zhě xiāng zhèn	者相鎮
zhè xiāng zhèn	蔗香鎮
zhe xiǎo xiāng	着曉鄉
zhè yuán xiāng	浙源鄉
zhé zhuāng zhèn	哲莊鎮
zhèn ān qū	振安區
zhèn ān xiàn	鎮安縣
zhèn ān zhèn	鎮安鎮
zhèn bā xiàn	鎮巴縣
zhēn bù zhèn	禎埠鎮
zhèn chuān zhèn	鎮川鎮
zhēn dá xiāng	真達鄉
zhèn dōng xiàn	鎮東縣
zhèn dōng xiāng	鎮東鄉
zhèn dù xiāng	鎮渡鄉
