zì jǐ dǎ de	自己打的
sān gè zhì	三个𦉼
sì gè yuē	四个曰
sì gè rì	四个日
sān gè zhì	三个𣥚
sān gè zhì	三个至
sān gè zhǔ	三个丶
sān gè zhú	三个竹
sān gè zhuī	三个隹
sān gè zi	三个子
sān gè zú	三个足
shí hé sì	十和四
shí shì shí	十是十
shǐ xiào shí	史肖石
shí xiǎo sì	石小四
shǒu zhǐ tou	手指头
sì gè bǐ	四个匕
sì gè chè	四个屮
sì gè chē	四个車
sì gè chūn	四个春
sì gè cì	四个朿
sì gè fēng	四个風
sì gè gōng	四个工
sì gè guǒ	四个果
sì gè huǒ	四个火
sì gè jiǎ	四个甲
sì gè jīn	四个金
sì gè kǒu	四个口
sì gè kùn	四个困
sì gè lǎo	四个老
sì gè léi	四个雷
sì gè lín	四个林
sì gè lóng	四个龍
sì gè mén	四个門
sì gè niú	四个牛
sì gè qiě	四个且
sì gè qiú	四个囚
sì gè quán	四个泉
sì gè rén	四个人
sì gè rì	四个日
sì gè shí	四个石
sì gè shuǐ	四个水
sì gè sī	四个厶
sì gè tiān	四个天
sì gè tián	四个田
sì gè tǔ	四个土
sì gè xiān	四个先
sì gè xiǎo	四个小
sì gè xìng	四个興
sì gè yán	四个言
sì gè yì	四个乂
sì gè yòu	四个又
sì gè yú	四个魚
sì gè yuè	四个月
sì gè yún	四个雲
sì gè zhú	四个竹
sì shì sì	四是四
sì shí sì	四十四
tí xī hú	提锡壶
tīng wù lǐ	听物理
tuǐ shuō zuǐ	腿说嘴
wéi yì míng	为一名
wèi yì míng	为一名
xīng yìng dēng	星映灯
yáng jiā yáng	杨家羊
yìng shí tou	硬石头
yóu xī hú	游西湖
yuè cháng yuè	越长越
yuè zhǎng dà	越长大
yuè zhǎng yuè	越长越
zhè shì cán	这是蚕
zǐ cí pán	紫瓷盘
zǐ pú táo	紫葡萄
zuǐ bù hēi	嘴不黑
zuǐ shuō tuǐ	嘴说腿
bái bái de é	白白的鹅
biàn bú biàn yí	便不便宜
biàn yí xíng shì	便宜行事
biàn yí zhī nèi	便宜之内
bù bō jú zi	不剥桔子
bù chī jú zi	不吃桔子
bú shì zì zhǐ	不是字纸
é yào guò hé	鹅要过河
féi féi de é	肥肥的鹅
fěn hóng fèng huáng	粉红凤凰
hé yào dù é	河要渡鹅
hóng fěn fèng huáng	红粉凤凰
jiǎng jiā de qiáng	蒋家的墙
kuān kuān de hé	宽宽的河
lüè cháng yì xiē	略长一些
lüè zhǎng jǐ suì	略长几岁
pā pā pēng pēng	啪啪砰砰
pēng pēng pā pā	砰砰啪啪
tóng zhǒng dōng guā	同种冬瓜
wù lǐ wù lǐ	勿理物理
xī hū xī hú	惜乎锡壶
xiǎo zhí yáo tóu	小直摇头
yuè cháng yuè hǎo	越长越好
yuè zhǎng yuè kuài	越长越快
ān xīn chàng ài gē	安心唱爱歌
áng shǒu xī fēi é	昂首吸飞蛾
áo yóu zhēn kuài huó	遨游真快活
bá tuǐ jiù táo diào	拔腿就逃掉
bái é yǔ huī é	白鹅与灰鹅
bái shí dā shí tǎ	白石搭石塔
bái tǎ bái shí dā	白塔白石搭
bái tǎ bái yòu huá	白塔白又滑
běn shì hǔ zhuō hǔ	本是虎捉虎
bú huì chuī lǎ bā	不会吹喇叭
bú huì zhé lǎ bā	不会折喇叭
bù néng zài ái è	不能再挨饿
bú yào rēng le lí	不要扔了梨
cǎo wō àn yòu ǎi	草窝暗又矮
chàng dé kě yòu è	唱得渴又饿
chú tou yuàn zhū tóu	锄头怨猪头
chú tou zhuàng shí tou	锄头撞石头
chuāng shàng yì zhī qiāng	窗上一支枪
chuāng xià yī luó kāng	窗下一箩糠
chuāng yào kāng ràng qiāng	窗要糠让枪
chuī zhe xiǎo lǎ bā	吹着小喇叭
dā hǎo bái shí tǎ	搭好白石塔
dài zhe là méi huā	带着腊梅花
dì shàng mǎn shān dēng	地上满山灯
dì shàng qī kuài bīng	地上七块冰
dì shàng yì zhī māo	地上一只猫
dì shàng yǒu zhǐ māo	地上有只猫
dì xià yǒu shí tou	地下有石头
dì zǐ sān shí sān	弟子三十三
diāo xià zǒu le māo	雕吓走了猫
dōu shuō yào xiǎo gè	都说要小个
duō duō ràng gē ge	多多让哥哥
gē ge ràng duō duō	哥哥让多多
gǔ shàng huà lǎo hǔ	鼓上画老虎
hái shì bù bǔ hǔ	还是布补虎
hái shì gǒu pà hóu	还是狗怕猴
hái shì gǒu yǎo hóu	还是狗咬猴
hái shì hé dù é	还是河渡鹅
hái shì pén pèng píng	还是盆碰瓶
hái shì rè rì tou	还是热日头
hé biān liǎng zhǐ é	河边两只鹅
hé lǐ zhēn nuǎn huo	河里真暖和
hēi māo bái bí zi	黑猫白鼻子
hù xiāng bú tuì ràng	互相不退让
hú zi dǎ tuó zi	胡子打驼子
huā fěn huā fèng huáng	花粉花凤凰
huā niǎo pà huī māo	花鸟怕灰猫
huáng hè gǎo mù kè	黄贺搞木刻
jiǎ lí chà bù lí	假梨差不离
jiào liàn hé zhǔ lì	教练和主力
kāng gǎn bù zǒu qiāng	糠赶不走枪
kāng mái zhù le qiāng	糠埋住了枪
kāng yào qiāng shàng qiáng	糠要枪上墙
kēng chī kēng chī zǒu	吭哧吭哧走
kǒu kě yào chī lí	口渴要吃梨
lái dào shān pō pō	来到山坡坡
lǎo liú kuā xiǎo niú	老刘夸小牛
lǐ hǔ mǎn wū zhuǎn	李虎满屋转
lí zǐ diào xià dì	梨子掉下地
māo gǎn fēi le diāo	猫赶飞了雕
miàn pù mén cháo nán	面铺门朝南
ó ó ài chàng gē	哦哦爱唱歌
pén lǐ yǒu gè píng	盆里有个瓶
píng kǒu yǒu sāi tóu	瓶口有塞头
pó pó hé mó mó	婆婆和嬷嬷
qiāng luò jìn le kāng	枪落进了糠
qiáng shàng qī méi dīng	墙上七枚钉
qiáng yào qiāng shàng chuāng	墙要枪上窗
sā le yáng gǔ tou	撒了羊骨头
shān lǐ yǒu gè sì	山里有个寺
shān wài yǒu gè shì	山外有个市
shēn shǒu ná gǔ tou	伸手拿骨头
shī fù sì shí sì	师傅四十四
shí sì hé sì shí	十四和四十
shí sì shì shí sì	十四是十四
shí tou zá zhū tóu	石头砸猪头
shù shàng qī zhǐ yīng	树上七只莺
shù xià dūn tiáo gǒu	树下蹲条狗
sì shí hé shí sì	四十和十四
sì shí shì sì shí	四十是四十
tái shàng qī zhǎn dēng	台上七盏灯
tiān shàng qī kē xīng	天上七颗星
tuó zi dǎ hú zi	驼子打胡子
tuó zi tiāo luó sī	驼子挑螺蛳
wài pó lè hē hē	外婆乐呵呵
wáng kè xiě shī gē	王克写诗歌
wù lǐ kàn wù lǐ	雾里看物理
xī hú diào xī hú	锡壶掉西湖
xià le yì tiān yǔ	下了一天雨
xiǎo niǎo chàng zhī tóu	小鸟唱枝头
xiǎo zhū niǔ tóu chǒu	小猪扭头瞅
xiǎo zhū yuàn chú tou	小猪怨锄头
yì pán shēng yú chì	一盘生鱼翅
yì pán shú yú chì	一盘熟鱼翅
yì tiān tiān xià yǔ	一天天下雨
yǒu chī yòu yǒu hē	有吃又有喝
zhān le yì shēn ní	沾了一身泥
zhǐ de qù guò hé	只得去过河
zhǐ xū xǐ diào ní	只需洗掉泥
zuǐ lǐ yǒu shé tou	嘴里有舌头
zuò xià fēn guǒ guǒ	坐下分果果
bàn dǎo le tū yā tou	绊倒了秃丫头
bǎn dèng bǐ biǎn dàn kuān	板凳比扁担宽
biǎn dàn bǐ bǎn dèng cháng	扁担比板凳长
bié lǎ bā de yǎ bā	别喇叭的哑巴
bù zhī shì é guò hé	不知是鹅过河
bù zhī shì hóu yǎo gǒu	不知是猴咬狗
bù zhī shì píng pèng pén	不知是瓶碰盆
cán cháng zài yè lǐ cáng	蚕常在叶里藏
chán cháng zài lín lǐ chàng	蝉常在林里唱
chī jú zi chī jú zi	吃桔子吃桔子
dào dǐ shì bù bǔ gǔ	到底是布补鼓
dì shàng yǒu zhǐ bái māo	地上有只白猫
dì xià de yìng shí tou	地下的硬石头
dì xià yǒu kuài shí tou	地下有块石头
èr bān yǒu gè wáng kè	二班有个王克
fáng zi lǐ yǒu xiāng zi	房子里有箱子
guāng dòng tuǐ bú dòng zuǐ	光动腿不动嘴
guāng dòng zuǐ bú dòng tuǐ	光动嘴不动腿
hé zi lǐ yǒu zhuó zi	盒子里有镯子
hé zi wài yǒu xiá zi	盒子外有匣子
hēi māo de bái bí zi	黑猫的白鼻子
hóng hóng xiǎng yào hóng huā	红红想要红花
huá huá xiǎng yào huáng huā	华华想要黄花
huā niǎo qiáo huī māo tiào	花鸟瞧灰猫跳
huí jiā qù jiàn mā ma	回家去见妈妈
huī māo tīng huā niǎo jiào	灰猫听花鸟叫
jiū jìng shì hóu pà gǒu	究竟是猴怕狗
lā lā huì zhé lǎ bā	拉拉会折喇叭
mā ma yòng bù lái bǔ	妈妈用布来补
niú niú yào dǐng niū niū	牛牛要顶妞妞
shǐ xiào shí nián sì shí	史肖石年四十
shí xiǎo sì nián shí sì	石小四年十四
shǒu shàng de shǒu zhǐ tou	手上的手指头
sì hé shí sì hé shí	四和十四和十
tiān shàng yǒu gè rì tou	天上有个日头
tuǐ shuō zuǐ ài mài zuǐ	腿说嘴爱卖嘴
xiá zi lǐ yǒu hé zi	匣子里有盒子
xiá zi wài yǒu xiāng zi	匣子外有箱子
xiāng zi lǐ yǒu xiá zi	箱子里有匣子
xiāng zi wài yǒu fáng zi	箱子外有房子
yā yā huì chuī lǎ bā	丫丫会吹喇叭
yì bān yǒu gè huáng hè	一班有个黄贺
zhuó zi wài yǒu hé zi	镯子外有盒子
zuǐ lǐ de ruǎn shé tou	嘴里的软舌头
zuǐ lǐ yǒu gè shé tou	嘴里有个舌头
zuǐ shuō tuǐ ài pǎo tuǐ	嘴说腿爱跑腿
měi zhī dà shí shī zi	每只大石狮子
yì zhī xiǎo shí shī zi	一只小石狮子
sì zhī xiǎo shí shī zi	四只小石狮子
bā bǎi biāo bīng bēn běi pō	八百标兵奔北坡
bā duǒ fěn hóng dà hé huā	八朵粉红大荷花
bǎn dèng méi yǒu biǎn dàn cháng	板凳没有扁担长
bān lái bái shí dā bái tǎ	搬来白石搭白塔
běi pō pào bīng bìng pái pǎo	北坡炮兵并排跑
bǐ cǐ cōng cōng pǎo huí tóu	彼此匆匆跑回头
bì hǔ bú gǎn yǎo lǐ hǔ	壁虎不敢咬李虎
biǎn dàn méi yǒu bǎn dèng kuān	扁担没有板凳宽
biāo bīng pà pèng pào bīng pào	标兵怕碰炮兵炮
bù rú bù cháng tuǐ hé zuǐ	不如不长腿和嘴
bú shì jī luǎn pǐn zhǒng luàn	不是鸡卵品种乱
chī wán shì zi wán shí zǐ	吃完柿子玩石子
cóng běi biān lái gè yǎ ba	从北边来个哑吧
dà qú shuǐ liú jìn xiǎo qú	大渠水流进小渠
dào le jiā lǐ chī shì zi	到了家里吃柿子
dì xià yǒu kuài pò zhuān tóu	地下有块破砖头
èr rén shān qián lái bǐ tuǐ	二人山前来比腿
èr rén shān qián lái bǐ yǎn	二人山前来比眼
ér shì jī luǎn pí tài ruǎn	而是鸡卵皮太软
fǎn zhèng dōu shì liàn shé tou	反正都是练舌头
fěn hóng qiáng shàng huà fèng huáng	粉红墙上画凤凰
fēng chuī téng dòng tóng líng dòng	风吹藤动铜铃动
fèng huáng huà zài fěn hóng qiáng	凤凰画在粉红墙
fēng tíng téng tíng tóng líng tíng	风停藤停铜铃停
gāng wǎng chuāng shàng hú zì zhǐ	刚往窗上糊字纸
gǒu fān qǐ lái yǎo zhù hóu	狗翻起来咬住猴
gǒu huí tóu lái wàng wàng hóu	狗回头来望望猴
guà shàng lán bù mián mén lián	挂上蓝布棉门帘
hóng hóng yǒu liǎng duǒ huáng huā	红红有两朵黄花
hóu huí tóu lái wàng wàng gǒu	猴回头来望望狗
hóu tiào xià lái zhuàng le gǒu	猴跳下来撞了狗
hú zhōu yǒu gè hú shū zi	湖州有个胡梳子
huā le yìng bì sì máo sì	花了硬币四毛四
huáng hè wán chéng le mù kè	黄贺完成了木刻
huí jiā chī fàn lù yòu yuǎn	回家吃饭路又远
huī māo tiào qǐ zhuā huā niǎo	灰猫跳起抓花鸟
huí tóu kàn jiàn yīng zhuā tù	回头看见鹰抓兔
jiǎng jiā yào yáng jiā péi qiáng	蒋家要杨家赔墙
jīng cháng liàn shuō shí hé sì	经常练说十和四
lā lā zhǐ huì zhé lǎ bā	拉拉只会折喇叭
lán jiào liàn shì nǚ jiào liàn	蓝教练是女教练
lán nán shì nán lán zhǔ lì	蓝南是男篮主力
lǎo lǐ lā le yì chē lì	老李拉了一车栗
lǎo lǐ lā lì qù huàn lí	老李拉栗去换梨
lǎo lǐ rén chēng lǐ dà lì	老李人称李大力
lǎo luó lā le yì chē lí	老罗拉了一车梨
lǎo luó lā lí zuò lí jiǔ	老罗拉梨做梨酒
lǎo luó rén chēng dà lì luó	老罗人称大力罗
lǐ tou yǒu duī yáng gǔ tou	里头有堆羊骨头
liǎng gè lè de xiào hā hā	两个乐得笑哈哈
lóng dòng kùn lóng zài shēn dòng	龙洞困龙在深洞
lóng qù nóng tián zuò nóng gōng	龙去农田做农工
lǚ jiào liàn shì nán jiào liàn	吕教练是男教练
lǚ nán shì nǚ lán zhǔ lì	吕楠是女篮主力
mā ma jiàn le xiào hā hā	妈妈见了笑哈哈
mǎi le shí gè xiǎo shì zi	买了十个小柿子
mài luǎn mài luǎn shǐ jìn hǎn	卖卵卖卵使劲喊
mǎn shān dēng jiē mǎn tiān xīng	满山灯接满天星
mǎn tiān xīng liàng mǎn tiān tíng	满天星亮满天庭
miàn pù hái shì mén cháo nán	面铺还是门朝南
mò bǎ sì zì shuō chéng shí	莫把四字说成十
mó mó mò mò bá luó bo	嬷嬷默默拔萝卜
ná zhe sì gè xiǎo lán zi	拿着四个小篮子
ní lǐ liǎng duì niǎo dào diào	泥里两对鸟倒吊
niū niū gǎn niú niú bù zǒu	妞妞赶牛牛不走
niū niū hù liǔ niú niǔ tóu	妞妞护柳牛扭头
niū niū hù liǔ yào gǎn niú	妞妞护柳要赶牛
niū niū jiǎn qǐ xiǎo shí tóu	妞妞捡起小石头
niū niū niǔ niú niú gèng ǎo	妞妞扭牛牛更拗
niū niū niǔ niú niú gèng niú	妞妞扭牛牛更牛
niú niú niǔ tóu chǒu niū niū	牛牛扭头瞅妞妞
niú niú yào chī hé biān liǔ	牛牛要吃河边柳
niú niú yào dǐng xiǎo niū niū	牛牛要顶小妞妞
pā zhe bā zhǐ huó há má	趴着八只活蛤蟆
pā zhe yì zhī huó há má	趴着一只活蛤蟆
pào bīng pà bǎ biāo bīng pèng	炮兵怕把标兵碰
pó pó mò mò cǎi mó gū	婆婆默默采蘑菇
pō shàng lì zhe yì zhī é	坡上立着一只鹅
pō shàng wò zhe yì zhī é	坡上卧着一只鹅
pō xià jiù shì yì tiáo hé	坡下就是一条河
pō xià liú zhe yì tiáo hé	坡下流着一条河
qiáo xī zǒu lái yì zhī hóu	桥西走来一只猴
qīng lóng dòng zhōng yǒng chū lóng	青龙洞中涌出龙
qīng lóng zuò mèng chū lóng dòng	青龙做梦出龙洞
shān hòu yǒu gè cuī tuǐ cū	山后有个崔腿粗
shān hòu yǒu gè yán yǎn yuán	山后有个严眼圆
shān qián yǒu gè cuī cū tuǐ	山前有个崔粗腿
shān qián yǒu gè yán yuán yǎn	山前有个严圆眼
shàng jiē dǎ cù yòu mǎi bù	上街打醋又买布
shàng qián qù zhuī yīng hé tù	上前去追鹰和兔
shí le sì shí xiǎo shí zi	拾了四十小石子
shí xiǎo sì hé shǐ xiào shí	石小四和史肖石
shù shàng jié le bái guǒ guǒ	树上结了白果果
shuí dōu bù lái mǎi jī luǎn	谁都不来买鸡卵
shuí shuō shí sì shì shì shí	谁说十四是适时
shuí shuō sì shí shì xì xí	谁说四十是细席
sì gè hái zi chū guǒ shì	四个孩子出果市
sòng zài kǒu lǐ kěn gǔ tou	送在口里啃骨头
tā de shé tou méi shēn zhí	他的舌头没伸直
tā de shé tou méi yòng lì	他的舌头没用力
téng tiáo tóu shàng guà tóng líng	藤条头上挂铜铃
tī dào lǎo liú yì píng yóu	踢倒老刘一瓶油
tí gè lán zi mài jī luǎn	提个篮子卖鸡卵
tí lā tǎ ma de lǎ ma	提拉塔嘛的喇嘛
tí lā zhe wǔ jīn tǎ ma	提拉着五斤塔嘛
wáng kè èr rén gǎo chuàng zuò	王克二人搞创作
wáng kè xiě hǎo le shī gē	王克写好了诗歌
xià dé niú niú niǔ tóu liū	吓得牛牛扭头溜
xià dé niú niú niǔ tóu zǒu	吓得牛牛扭头走
xiān huà yì duǒ là méi huā	先画一朵腊梅花
xiǎo gé huà le duǒ huáng huā	小葛画了朵黄花
xiǎo guō huà le duǒ hóng huā	小郭画了朵红花
xiǎo lì yòng ní xué niē lí	小丽用泥学捏梨
xiǎo niú huí jiā qǔ lái yóu	小牛回家取来油
xiǎo qú shuǐ liú jìn dà qú	小渠水流进大渠
xiǎo zhū xiǎo zhū káng chú tou	小猪小猪扛锄头
xíng dào qiáo xīn pèng le tóu	行到桥心碰了头
xiū jiāng shí zì shuō chéng sì	休将十字说成四
yā sǐ le yáng jiā de yáng	压死了杨家的羊
yā yā zhǐ huì chuī lǎ bā	丫丫只会吹喇叭
yǎn kàn zhe lí shǒu niē ní	眼看着梨手捏泥
yáng jiā yǎng le yì zhī yáng	杨家养了一只羊
yáng jiā yào jiǎng jiā péi yáng	杨家要蒋家赔羊
yào chī qīng zhēng měi yú chì	要吃清蒸美鱼翅
yāo lǐ bié zhe gè lǎ bā	腰里别着个喇叭
yí cì sī xià héng zì zhǐ	一次撕下横字纸
yí cì sī xià shù zì zhǐ	一次撕下竖字纸
yì kǒu yú chì gāng dào zuǐ	一口鱼翅刚到嘴
yì tóng lái dào yuè lǎn shì	一同来到阅览室
yí wèi yé ye tā xìng gù	一位爷爷他姓顾
yǒu gè lǎn hàn běn xìng ruǎn	有个懒汉本姓阮
yǒu gè miàn pù mén cháo nán	有个面铺门朝南
yòu huà yí gè xiǎo lǎ bā	又画一个小喇叭
yóu yú èr rén gǎo xié zuò	由于二人搞协作
yú cì cì jìn chǐ fèng lǐ	鱼刺刺进齿缝里
yú gōng tǒng kāi qīng lóng dòng	愚公捅开青龙洞
zhāi le lán bù mián mén lián	摘了蓝布棉门帘
zhuàng tā le jiǎng jiā de qiáng	撞塌了蒋家的墙
zhuō shàng fàng kuài xiàng pí ní	桌上放块橡皮泥
zì cóng lái le xīn yú gōng	自从来了新愚公
zuò le qiān nián wàn zǎi mèng	做了千年万载梦
bái māo de hēi bí zi pò le	白猫的黑鼻子破了
bái māo shān shàng yǒu zuò bái miào	白猫山上有座白庙
bái shí tǎ bái shí bái yòu huá	白石塔白石白又滑
biǎn dàn hé bǎn dèng bǎn dèng kuān	扁担和板凳板凳宽
biǎn dàn yào bǎng zài bǎn dèng shàng	扁担要绑在板凳上
chī pú táo bù tǔ pú táo pí	吃葡萄不吐葡萄皮
cóng nán biān lái le gè lǎ ma	从南边来了个喇嘛
diāo yǔ māo shù shàng yǒu zhǐ diāo	雕与猫树上有只雕
dǒng jiā dōu dǒng de zhǒng dōng guā	董家都懂得种冬瓜
fēn bù qīng shì dēng hái shì xīng	分不清是灯还是星
fēn guǒ guǒ duō duō hé gē ge	分果果多多和哥哥
gōng yuán yǒu sì pái shí shī zi	公园有四排石狮子
gǒu yǔ hóu shù shàng wò zhǐ hóu	狗与猴树上卧只猴
hái shì bú ràng xiǎo niú bù yóu	还是不让小牛不油
hēi māo de bái bí zi bú pò	黑猫的白鼻子不破
huī māo zhuī huā niǎo huī māo tiào	灰猫追花鸟灰猫跳
jú pí diū zài lā jī xiāng lǐ	桔皮丢在垃圾箱里
lā lā jiào yā yā zhé lǎ bā	拉拉教丫丫折喇叭
lái dào dǒng jiā xué zhǒng dōng guā	来到董家学种冬瓜
lán jiào liàn bú shì nán jiào liàn	蓝教练不是男教练
lǎo liú bú yào xiǎo niú hái yóu	老刘不要小牛还油
lí hé lí gēng dì yào yòng lí	梨和犁耕地要用犁
lǐ hǔ yě zhuō bú zhù bì hǔ	李虎也捉不住壁虎
lǚ jiào liàn bú shì nǚ jiào liàn	吕教练不是女教练
mài bù chū jī luǎn nán mǎi fàn	卖不出鸡卵难买饭
māo bí zi bái māo hēi bí zi	猫鼻子白猫黑鼻子
mén dōng dǒng jiā dǒng zhǒng dōng guā	门东董家懂种冬瓜
niǎo hé māo shù shàng yì zhī niǎo	鸟和猫树上一只鸟
pén hé píng zhuō shàng fàng gè pén	盆和瓶桌上放个盆
pèng pò le bái māo hēi bí zi	碰破了白猫黑鼻子
qiāng hé kāng qiáng shàng yí gè chuāng	枪和糠墙上一个窗
qiāng yě shàng bù liǎo chuāng hé qiáng	枪也上不了窗和墙
qīng pú táo méi zǐ pú táo zǐ	青葡萄没籽葡萄紫
sān niáng zhǎo dào sān zhǐ shān yáng	三娘找到三只山羊
sān zhǐ shān yáng fān guò shān liáng	三只山羊翻过山梁
shì zì zhǐ nǐ jiù sī zì zhǐ	是字纸你就撕字纸
shǒu shàng yǒu wǔ gè shǒu zhǐ tou	手上有五个手指头
sì gè tóu tiān shàng yǒu rì tou	四个头天上有日头
xiàng lǎo liú dào qiàn yòu péi yóu	向老刘道歉又赔油
xiǎo huā gǔ yì miàn xiǎo huā gǔ	小花鼓一面小花鼓
yā yā jiào lā lā chuī lǎ bā	丫丫教拉拉吹喇叭
yáng jiǎng jiā qì le yī duǒ qiáng	羊蒋家砌了一垛墙
zhuō bì hǔ lǐ hǔ zhuō bì hǔ	捉壁虎李虎捉壁虎
bái jiā mén qián yì kē bái guǒ shù	白家门前一棵白果树
biǎn dàn bǎng zài nà gè bǎn dèng shàng	扁担绑在那个板凳上
bié lǎ bā de yǎ bā chuī lǎ bā	别喇叭的哑巴吹喇叭
bō le bǐ gǔ ké er bǔ bí zi	剥了秕谷壳儿补鼻子
bù bō bǐ gǔ ké er bǔ bí zi	不剥秕谷壳儿补鼻子
bù chī pú táo dào tǔ pú táo pí	不吃葡萄倒吐葡萄皮
bù guǎn shì tiān shàng de rè rì tou	不管是天上的热日头
bù zhī shì yán yuán yǎn de yǎn yuán	不知是严圆眼的眼圆
dǎ nà bǎi shí bǎi gè bái bān jiū	打那百十百个白斑鸠
dì xià shì shí tou bú shì rì tou	地下是石头不是日头
dǒng liǎng jiā de dōng guā bǐ tǒng dà	董两家的冬瓜比桶大
gē bo shàng kuà zhe gè pò bā dǒu	胳膊上挎着个破笆斗
hēi zhū tīng bà xiào dé hēi hēi hēi	黑猪听罢笑得嘿嘿嘿
hú luàn shāo bǎ làn cǎo qǔ qǔ nuǎn	胡乱烧把烂草取取暖
huáng hè bāng zhù wáng kè xiě shī gē	黄贺帮助王克写诗歌
jiè gěi liù dòu liù shēng lǜ lǜ dòu	借给六斗六升绿绿豆
kēng yō kēng yō bá tuō qī méi dīng	吭唷吭唷拔脱七枚钉
lái jiào dōng mén tóng jiā zhòng dōng guā	来教东门童家种冬瓜
mén shàng guà zhe lán bù mián mén lián	门上挂着蓝布棉门帘
mó mó dài le yí gè báo pǒ luó	嬷嬷带了一个薄笸箩
mó mó mài le luó bo mǎi mó mó	嬷嬷卖了萝卜买馍馍
nǐ cāi lǎo liú ràng xiǎo niú hái yóu	你猜老刘让小牛还油
nǐ jiù gé zhe chuāng hù sī zì zhǐ	你就隔着窗户撕字纸
ō xū ō xū gǎn zǒu qī zhǐ yīng	喔嘘喔嘘赶走七只莺
pīng pīng pāng pāng tà huài qī kuài bīng	乒乒乓乓踏坏七块冰
píng zhōng shì sāi tóu bú shì shé tou	瓶中是塞头不是舌头
pó pó cǎi le mó gū huàn bō bō	婆婆采了蘑菇换饽饽
pó pó ná le yí gè pò bò ji	婆婆拿了一个破簸箕
ruò yào fēn qīng sì shí hé shí sì	若要分清四十和十四
sān zhǐ shān yáng duǒ zài shān shù páng	三只山羊躲在杉树旁
shì zuò yóu xì hái shì wán wán jù	是做游戏还是玩玩具
shù shàng de niǎo xiǎng zhuó māo de máo	树上的鸟想啄猫的毛
sòng huā huá huá yǒu liǎng duǒ hóng huā	送花华华有两朵红花
téng dé xiǎo chí pāi tuǐ náo yá chǐ	疼得小池拍腿挠牙齿
tiān shàng shì rì tou bú shì shí tou	天上是日头不是石头
tóng jiā zhī dào dǒng jiā dōng guā dà	童家知道董家冬瓜大
tuó zi tuō zhù hú zi de lǘ zǐ	驼子拖住胡子的驴子
wáng kè bāng zhù huáng hè gǎo mù kè	王克帮助黄贺搞木刻
wū yā shuō tā shēn bǐ hēi zhū hēi	乌鸦说它身比黑猪黑
xiǎo huā māo xiǎo huā māo ài huà huà	小花猫小花猫爱画画
xiǎo qú yǎng xiǎo yú bù yǎng dà yú	小渠养小鱼不养大鱼
yí piàn wū yún zhē diào qī kē xīng	一片乌云遮掉七颗星
yí zhèn fēng lái chuī lái qī zhǎn dēng	一阵风来吹来七盏灯
zuǐ lǐ shì shé tou bú shì sāi tóu	嘴里是舌头不是塞头
bái guǒ guǒ wǒ zǒu bái jiā mén qián guò	白果果我走白家门前过
bái guǒ shù shàng xiē le zhǐ bái bā gē	白果树上歇了只白八哥
bái guǒ shù wǒ cóng bó bo mén qián guò	白果树我从伯伯门前过
bù bǎ jú pí diū zài lā jī xiāng lǐ	不把桔皮丢在垃圾箱里
chí xiǎo chí ná le yì bǎ cí tāng chí	迟小池拿了一把瓷汤匙
dào diào niǎo liáng shàng liǎng duì dào diào niǎo	倒吊鸟梁上两对倒吊鸟
dì di jiào lì lì chū lái zuò yóu xì	弟弟叫丽丽出来做游戏
dì shàng de māo xiǎng yǎo shù shàng de niǎo	地上的猫想咬树上的鸟
diàn zhe ní lǐ de liǎng duì niǎo dào diào	惦着泥里的两对鸟倒吊
é guò hé gē ge dì di pō qián zuò	鹅过河哥哥弟弟坡前坐
fēi é zhuó bú zhù àn biān qù zhǎo wō	飞蛾啄不住岸边去找窝
hé yào dù é bù zhī shì é guò hé	河要渡鹅不知是鹅过河
hóng hóng sòng gěi huá huá yì duǒ huáng huā	红红送给华华一朵黄花
hóu guò qiáo qiáo dōng zǒu lái yì tiáo gǒu	猴过桥桥东走来一条狗
hú shū zi mǎi bǎ fǔ zi zuò shū zi	胡梳子买把斧子做梳子
hú zi qí lǘ zǐ hú zi qí lǘ zǐ	胡子骑驴子胡子骑驴子
hú zi qù dǎ tiāo luó sī de tuó zi	胡子去打挑螺蛳的驼子
hú zi zhuàng fān le tuó zi de luó sī	胡子撞翻了驼子的螺蛳
huá huá sòng gěi hóng hóng yì duǒ hóng huā	华华送给红红一朵红花
kě lián liáng shàng de liǎng duì dào diào niǎo	可怜梁上的两对倒吊鸟
kě lián ní lǐ de liǎng duì niǎo dào diào	可怜泥里的两对鸟倒吊
lán jiào liàn zài nǚ lán xùn liàn lǚ nán	蓝教练在女篮训练吕楠
lì lì hé dì di ná bú dìng zhǔ yì	丽丽和弟弟拿不定主意
lǚ jiào liàn zài nán lán xùn liàn lán nán	吕教练在男篮训练蓝南
máng dì gěi nián shí sì de shí xiǎo sì	忙递给年十四的石小四
máng dì gěi nián sì shí de shǐ xiào shí	忙递给年四十的史肖石
měi pái shì shí sì zhǐ dà shí shī zi	每排是十四只大石狮子
mó mó bá le yī pǒ luó dà luó bo	嬷嬷拔了一笸箩大萝卜
pó pó cǎi le bàn bò ji xiǎo mó gū	婆婆采了半簸箕小蘑菇
qīng lóng dòng qīng lóng dòng zhōng lóng zuò mèng	青龙洞青龙洞中龙做梦
shàng guǒ shì sì gè hái zi shàng guǒ shì	上果市四个孩子上果市
shì dēng hái shì xīng tiān shàng mǎn tiān xīng	是灯还是星天上满天星
