bái bō	白波
huà yǔn chéng	华允诚
huà zhèn zhōng	华振中
huà zhōng nán	华忠男
huáng qí sēn	黄其森
huáng qí xiáng	黄琪翔
huáng qí yīng	黄麒英
huáng qián shàn	黄潜善
huáng qìng huá	黄庆华
huáng qīng lián	黄清濂
huáng qìng rén	黄庆仁
huáng qìng shēng	黄庆生
huáng qiū yàn	黄秋燕
huáng qiū yuán	黄秋园
huáng qiū yuè	黄秋月
huáng qún huì	黄群慧
huáng rèn zhōng	黄任中
huáng róng shēn	黄蓉身
huáng róng shēng	黄榕生
huáng róng xīn	黄蓉心
huáng rú lùn	黄如论
huáng rùn qiū	黄润秋
huáng shào hóng	黄绍竑
huáng shǎo huá	黄少华
huáng shǎo tiān	黄少天
huáng shǎo xióng	黄少雄
huáng shèng huī	黄胜辉
huáng shèng jì	黄胜记
huáng shēng mín	黄升民
huáng shī jīng	黄狮精
huáng shì míng	黄世明
huáng shì míng	黄世铭
huáng shì yǒng	黄世勇
huáng shǒu hóng	黄守宏
huáng shū fēn	黄淑芬
huáng shū jùn	黄舒骏
huáng shù xián	黄树贤
huáng shū yí	黄淑仪
huáng shū yuán	黄书元
huáng shū zhēn	黄淑贞
huáng shuāng hóng	黄霜红
huáng tíng chán	黄庭禅
huáng tíng fāng	黄廷芳
huáng tíng jīng	黄庭经
huáng xiān yào	黄先耀
huáng xiāng lì	黄湘丽
huáng xiàng yáng	黄向阳
huáng xiǎo bǎo	黄小宝
huáng xiǎo bō	黄晓波
huáng xiǎo dān	黄晓丹
huáng xiǎo dān	黄小丹
huáng xiǎo dōng	黄晓东
huáng xiǎo fāng	黄小芳
huáng xiǎo fēng	黄晓峰
huáng xiǎo huá	黄晓华
huáng xiǎo juān	黄小娟
huáng xiǎo jūn	黄晓军
huáng xiǎo jūn	黄晓君
huáng xiǎo lì	黄晓丽
huáng xiǎo mǐn	黄晓敏
huáng xiǎo qìng	黄晓庆
huáng xiǎo wǔ	黄晓武
huáng xiǎo xiá	黄晓霞
huáng xiǎo yán	黄晓炎
huáng xiǎo yáng	黄晓阳
huáng xīn chū	黄新初
huáng xīn huá	黄新华
huáng xīn huì	黄薪惠
huáng xīn huì	黄新惠
huáng xīn mào	黄心懋
huáng xīn mín	黄新民
huáng xīn nián	黄新年
huáng xīn píng	黄新平
huáng xīn shì	黄新饰
huáng xīn tíng	黄新廷
huáng xīn tóng	黄欣彤
huáng xīn xiáng	黄馨祥
huáng xīn yáo	黄馨瑶
huáng xīn yí	黄心怡
huáng xīn yǒu	黄新友
huáng xīn yú	黄昕瑜
huáng xīng guó	黄兴国
huáng xīng huá	黄兴华
huáng xīng huá	黄星华
huáng xìng qiáng	黄幸强
huáng xīng xīng	黄星星
huáng xìng xiù	黄杏秀
huáng xiù fāng	黄秀芳
huáng xiū fù	黄休复
huáng xiù hóng	黄秀虹
huáng xiù huá	黄秀华
huáng xiù juān	黄秀娟
huáng xiù lán	黄秀兰
huáng xiū míng	黄修明
huáng xiū píng	黄修平
huáng xiù qīng	黄秀清
huáng xiù shí	黄锈石
huáng xiù xiá	黄秀霞
huáng xiù yīng	黄秀英
huáng xiū yuán	黄修源
huáng xiù zhēn	黄秀贞
huáng xiù zhēn	黄秀珍
huáng xiù zhèng	黄秀政
huáng xù dōng	黄旭东
huáng xù huá	黄旭华
huáng xún cái	黄循财
huáng yà shēng	黄亚生
huáng yán péi	黄炎培
huáng yuàn yuàn	黄媛媛
huáng yuè huá	黄月华
huáng zhì wàn	黄智万
huáng zhì wěi	黄志伟
huáng zhì wén	黄志文
huáng zhì xián	黄志贤
huáng zhì xiáng	黄志翔
huáng zhì yáng	黄智扬
huáng zhì yì	黄志毅
huáng zhì yǒng	黄志勇
huáng zhòng biāo	黄仲标
huáng zhōng dōng	黄忠东
huáng zhōng hé	黄忠和
huáng zhòng kǎi	黄仲凯
huáng zhōng lè	黄钟乐
huáng zhōng lǐ	黄中理
huáng zhòng liáng	黄仲良
huáng zhōng míng	黄钟鸣
huáng zhòng qí	黄仲棋
huáng zhòng shēng	黄仲生
huáng zhòng xián	黄仲贤
huáng zhōng xué	黄忠学
huáng zhōng yīn	黄钟音
huáng zhòng yù	黄仲裕
huáng zhuó huì	黄卓慧
huáng zhuó líng	黄卓玲
huáng zhuó yǐng	黄卓颖
huáng zǐ hào	黄梓浩
huáng zǐ háo	黄梓豪
huáng zǐ héng	黄梓恒
huáng zǐ jìng	黄子敬
huáng zì lì	黄自力
huáng zǐ liáng	黄梓良
huáng zī liáng	黄兹梁
huáng zǐ róng	黄子荣
huáng zǐ xíng	黄子行
huáng zǐ yàn	黄紫燕
huáng zì yuán	黄自元
huáng zǐ zhōng	黄子忠
huáng zōng chāng	黄宗昌
huáng zōng cì	黄宗赐
huáng zōng dào	黄宗道
huáng zōng hàn	黄综翰
huáng zōng hé	黄宗河
huáng zōng rén	黄宗仁
huáng zōng yán	黄宗炎
huáng zōng yì	黄宗义
huáng zōng yuán	黄宗源
huáng zōng zhān	黄宗沾
huáng zǔ huī	黄祖辉
huáng zuò zhēn	黄作珍
huò āi ěr	霍埃尔
huò bīn rén	霍斌仁
huò bó màn	霍伯曼
huò bù sēn	霍布森
huò dé ěr	霍德尔
huò dé huá	霍德华
huò dí ěr	霍迪尔
huò ēn chè	霍恩彻
huò ēn sī	霍恩斯
huò ěr cí	霍尔茨
huò ěr dé	霍尔德
huò ěr dēng	霍尔登
huò ěr dí	霍尔迪
huò ěr dì	霍尔蒂
huò ěr dīng	霍尔丁
huò ěr dùn	霍尔顿
huò ěr gé	霍尔格
huò ěr màn	霍尔曼
huò ěr sī	霍尔斯
huò ěr tè	霍尔特
huò ěr zé	霍尔泽
huò fú dé	霍福德
huò fú dé	霍弗德
huò fū dīng	霍夫丁
huò fū kè	霍夫克
huò fū lán	霍夫兰
huò fū lín	霍夫林
huò fū shě	霍夫舍
huò fū sī	霍夫斯
huò fū tè	霍夫特
huò gé lán	霍格兰
huò jí sī	霍吉斯
huò jí sī	霍集斯
huò jiā sī	霍加斯
huò jiàn guó	霍建国
huò jiàn tíng	霍建霆
huò jīn sī	霍金斯
huò kè sī	霍克斯
huò lā sī	霍拉斯
huò lán dé	霍兰德
huò lè dí	霍乐迪
huò lè dí	霍勒迪
huò lè sī	霍勒斯
huò léi sī	霍雷斯
huò léi xiāo	霍雷肖
huò lì dí	霍利迪
huò lì ěr	霍利尔
huò lì gān	霍利甘
huò lì kè	霍利克
huò lì sī	霍利斯
huò lín sī	霍林斯
huò luò dé	霍洛德
huò luó dé	霍罗德
huò luó fū	霍罗夫
huò luò kè	霍洛克
huò luó kè	霍罗克
huò luò màn	霍洛曼
huò luò wēi	霍洛威
huò luò wéi	霍洛韦
huò mǎ sī	霍马斯
huò màn sī	霍曼斯
huò mǐ zī	霍米兹
huò nà sāng	霍纳桑
huò nà sī	霍纳斯
huò nèi sī	霍内斯
huò pèi lán	霍佩兰
huò pǔ dùn	霍普顿
huò pǔ fū	霍普夫
huò pǔ màn	霍普曼
huò pǔ nà	霍普纳
huò pǔ sēn	霍普森
huò qí jīn	霍奇金
huò qí sēn	霍奇森
huò qí sī	霍奇斯
huò ruì sī	霍瑞斯
huò sī dùn	霍斯顿
huò sī jī	霍斯基
huò sī kè	霍斯克
huò sī lù	霍斯陆
huò sī miǎo	霍思邈
huò sī mó	霍斯摩
huò sī ní	霍斯尼
huò sī tè	霍斯特
huò sī zǔ	霍斯祖
huò suǒ ēn	霍索恩
huò tè lín	霍特林
huò tè pǔ	霍特普
huò tíng ēn	霍廷恩
huò wǎ tè	霍瓦特
huò wéi chá	霍维察
huò wéi cí	霍维茨
huò wēi ěr	霍威尔
huò wéi huá	霍维华
huò wén fāng	霍文芳
huò wò sī	霍沃思
huò xī xián	霍希贤
huò xiān míng	霍仙鸣
huò xiǎo guāng	霍小光
huò yī ěr	霍伊尔
huò yī kè	霍伊克
huò yǐ lè	霍乙乐
huò yī sī	霍伊斯
huò yī tè	霍伊特
huò zhì yà	霍治亚
huò zhì yǔ	霍智宇
jī hóng huá	姬洪华
jiāng bái yán	姜白岩
jiāng bǎo chéng	姜宝成
jiāng bǎo lín	姜宝林
jiāng bǎo yì	姜宝谊
jiāng bì bō	江碧波
jiāng bì huì	江碧蕙
jiāng bǐng chén	姜秉辰
jiāng bǐng qiān	江秉谦
jiǎng bǐng rán	蒋丙然
jiāng bǐng xīng	江炳兴
jiǎng bǐng zhāng	蒋炳章
jiāng bó hàn	姜博瀚
jiāng cǎi róng	姜彩荣
jiāng cháng chuān	江长川
jiāng chāng péi	姜昌培
jiāng chàng xióng	姜畅雄
jiǎng chāng yì	蒋昌义
jiǎng chén xī	蒋陈锡
jiāng chéng bó	江成博
jiāng chéng dé	江成德
jiāng chéng gǎo	姜成镐
jiāng chéng mín	姜成民
jiāng chéng xūn	姜成勋
jiāng chéng yán	姜成妍
jiāng chéng yǔ	江承宇
jiāng chūn fāng	姜椿芳
jiāng chūn huā	姜春华
jiāng chūn péng	姜春鹏
jiǎng chūn yán	蒋春岩
jiāng cuì huá	姜翠华
jiǎng dào píng	蒋道平
jiāng dé bīn	江德斌
jiāng dé fú	江德福
jiāng dé huá	江德华
jiāng dōng dōng	姜冬冬
jiāng dōng hé	姜东河
jiǎng dōng méi	蒋冬梅
jiāng dōng rùn	姜东润
jiāng fā yuán	江发源
jiǎng fán kě	蒋凡可
jiāng fēi jié	江飞捷
jiāng fēng nán	姜峰楠
jiāng fēng nián	姜丰年
jiāng fèng yí	江凤仪
jiāng fú yīng	江福英
jiǎng gōng tóng	蒋公铜
jiāng guǎng cè	姜广策
jiāng guó chéng	江国成
jiāng guó zhēn	江国珍
jiāng hǎi bō	江海波
jiāng hǎi cháo	江海潮
jiāng hǎi tāo	江海涛
jiāng hǎi tiān	江海天
jiāng hǎi yàn	江海燕
jiāng hàn fēng	江汉风
jiāng hán yàn	江寒彦
jiāng hé píng	江和平
jiāng héng yuán	江恒源
jiāng hóng hǎi	江鸿海
jiāng hóng jǐng	江宏景
jiǎng hóng kūn	蒋宏坤
jiǎng hóng liàng	蒋洪亮
jiāng hóng nián	江红年
jiāng hóng quán	姜洪权
jiāng hóng wěi	江宏伟
jiāng hóng xiāo	江红霄
jiāng hù jiā	江户家
jiāng huáng fěn	姜黄粉
jiāng huì jiān	江惠坚
jiāng huì jùn	江慧珺
jiāng huì yí	江惠仪
jiāng huì zhēn	江惠贞
jiāng jī hóng	姜积弘
jiāng jí liáng	江吉良
jiāng jì yún	江继芸
jiāng jiā jùn	姜嘉俊
jiāng jiàn chū	姜建初
jiāng jiàn jūn	姜建军
jiǎng jiàn jūn	蒋建军
jiāng jiàn láng	江健郎
jiǎng jiàn míng	蒋建明
jiǎng jiàn píng	蒋建平
jiǎng jiàn qí	蒋建琪
jiāng jiàn sī	江健司
jiāng jiàn wěi	江建苇
jiāng jīng zhēn	姜晶珍
jiǎng jù fēng	蒋巨峰
jiāng jùn dào	江俊道
jiāng jùn huī	江俊辉
jiāng jùn liàng	江俊亮
jiǎng kǎi xī	蒋凯西
jiāng kǎi yì	姜凯译
jiāng lán xīn	姜岚昕
jiǎng lì huá	蒋丽华
jiǎng lì zhāng	蒋立章
jiāng lián hǎi	江连海
jiāng liàn jìng	江练静
jiāng liáng chéng	江良诚
jiāng líng qīng	江凌青
jiāng měi huì	江美慧
jiāng miào xiāng	姜妙香
jiāng mín fēng	江民风
jiāng míng huī	江明辉
jiāng míng juān	江明娟
jiāng mù yān	姜暮烟
jiǎng nán sūn	蒋南孙
jiāng nǐ jūn	姜你军
jiāng niàn tíng	江念庭
jiāng pèi líng	江佩凌
jiāng pèi róng	江佩蓉
jiāng piàn chóng	姜片虫
jiāng pǔ lín	姜普林
jiāng qí lì	江崎力
jiāng qǐ wén	江绮雯
jiāng qí zhēn	江崎真
jiāng qiū lián	江秋莲
jiāng rùn shí	姜润石
jiāng sài chūn	江赛春
jiāng shào jiǎ	江绍甲
jiāng shào jié	江绍杰
jiāng shào xióng	江绍雄
jiāng shǐ ān	江始安
jiāng shǐ jūn	江史君
jiāng shí lán	江石澜
jiāng shì lù	江世禄
jiǎng shī méng	蒋诗萌
jiāng shí nián	姜石年
jiāng shí shēng	江石生
jiāng shí sūn	江石荪
jiāng shí wēng	江石翁
jiāng shí xī	江石溪
jiāng shì xiào	江世孝
jiāng shì xūn	江仕勋
jiǎng shì yún	蒋士云
jiāng shí zhēn	姜石贞
jiāng shí zhōng	江石钟
jiāng shǒu chè	江守彻
jiāng shǒu dào	江守道
jiāng shū hǎi	江叔海
jiāng shū méi	姜淑梅
jiǎng sī gōng	蒋思恭
jiāng sī xiàn	姜斯宪
jiāng sù lā	姜素拉
jiāng tài láng	江泰郎
jiāng tài lè	姜泰勒
jiāng tài shòu	江泰寿
jiāng táng chá	姜糖茶
jiāng táng zuǒ	姜唐佐
jiāng téng lǐ	江藤理
jiāng téng yī	江腾一
jiāng téng zhì	江藤智
jiāng tián láng	江田郎
jiāng tiān yī	江天一
jiǎng tiě chéng	蒋铁城
jiāng tiě shān	姜铁山
jiāng tíng tíng	姜婷婷
jiǎng tíng xī	蒋廷锡
jiāng wǎn ér	姜婉儿
jiāng wàn píng	江万平
jiǎng wáng miào	蒋王庙
jiāng wèi dōng	姜卫东
jiǎng wéi hàn	蒋维翰
jiāng wéi jié	江维杰
jiǎng wěi liè	蒋伟烈
jiǎng wěi wén	蒋伟文
jiāng wén qīng	江文清
jiāng wén wèi	江文蔚
jiǎng xiàng yán	蒋象岩
jiāng xiǎo měi	江小美
jiāng xiǎo píng	姜小平
jiǎng xiǎo róng	蒋晓荣
jiāng xiǎo róu	江筱柔
jiǎng xiào wǔ	蒋孝武
jiāng xiào xiào	江笑笑
jiǎng xiào yǒng	蒋孝勇
jiāng xiāo yǔ	姜骁宇
jiāng xīn cí	江欣慈
jiǎng xīn shí	蒋欣时
jiǎng xīng yán	蒋星岩
jiāng xiù fēn	江秀芬
jiāng xiù yīng	姜秀英
jiǎng xuě lín	蒋雪林
jiāng xuě qín	江雪琴
jiāng xué qìng	江学庆
jiāng yà píng	江亚平
jiāng yàn lì	江艳丽
jiāng yàn mèi	江彦媚
jiāng yàn róng	江雁容
jiāng yī bīn	江一斌
jiāng yǐ dōng	江以东
jiǎng yí gōng	蒋贻恭
jiāng yì rén	姜毅仁
jiāng yín hóng	姜银鸿
jiāng yǒu fēng	江有枫
jiāng yù huān	江玉欢
jiāng yù qīng	姜玉清
jiāng yǔ xīng	姜宇星
jiāng yù yí	江玉仪
jiāng yuè xiá	江月霞
jiāng yún lóng	江云龙
jiāng yún shēng	姜云升
jiāng zé míng	江泽明
jiāng zhāo lún	江昭伦
jiāng zhèn dōng	江振东
jiāng zhèn guó	姜振国
jiāng zhèn jūn	姜振军
jiāng zhèn shēng	江振声
jiāng zhèn yǔ	姜振宇
jiāng zhèng xūn	江政勋
jiāng zhì fēng	江志丰
jiāng zhì gāng	姜志刚
jiāng zhì hé	江致和
jiāng zhì huàn	姜志焕
jiāng zhī jī	姜汁鸡
jiāng zhì lún	江志伦
jiāng zhì rén	江志仁
jiāng zhì xióng	江志雄
jiǎng zhì xué	蒋志学
jiāng zhì yíng	姜治莹
jiāng zhì yīng	姜智英
jiāng zhì yuān	江智渊
jiǎng zhōng hú	蒋钟湖
jiāng zhōng yì	江忠义
jiāng zhuó ěr	江卓尔
jiāng zǐ lěi	江子磊
jiǎng zǐ sù	蒋子素
jiāng zǐ wěi	江梓玮
jiǎng zǐ wén	蒋子文
jiǎng zǐ yún	蒋子云
jiǎng zōng hǎi	蒋宗海
jiǎo méi yàn	矫梅燕
jīn ān qīng	金安清
jīn áo xūn	金鳌勋
jīn bǎi gé	金柏格
jīn bǎi lún	金百伦
jīn bāng píng	金邦平
jīn bǎo hēng	金保亨
jīn bǎo lì	金宝利
jīn bǎo nà	金宝娜
jīn bǎo shàn	金宝善
jīn bèi ér	金贝儿
jīn bǐng chǎng	金炳昶
jīn bǐng chūn	金炳春
jīn bǐng huá	金炳华
jīn bǐng jùn	金炳俊
jīn bīng nán	金兵南
jīn bīng wèi	金兵卫
jīn bǐng xián	金炳贤
jīn bǐng xīng	金炳兴
jīn bǐng xiù	金炳秀
jīn bǐng xù	金炳旭
jīn bǐng zhé	金炳哲
jīn bǐng zhōu	金丙周
jīn bó dà	金博大
jīn bō dàn	金波淡
jīn bó lì	金伯利
jīn bó lì	金伯莉
jīn bó ruì	金搏瑞
jīn bù lǜ	金布律
jīn cǎi ēn	金彩恩
jīn chāng liè	金昌烈
jīn chāng xūn	金昌勋
jīn cháng xūn	金长勋
jīn chāng zhū	金昌洙
jīn chén xī	金晨曦
jīn chén yǔ	金晨羽
jīn chéng gēn	金成根
jīn chéng jùn	金成俊
jīn chéng jùn	金承俊
jīn chéng jūn	金成钧
jīn chéng kuí	金承奎
jīn chéng lóng	金成龙
jīn chéng lóng	金承龙
jīn chéng mín	金成民
jīn chéng xī	金成熙
jīn chéng xiù	金成秀
jīn chéng xūn	金成勋
jīn chéng zhé	金成哲
jīn chéng zhì	金承志
jīn chéng zhū	金成洙
jīn chóng yìn	金崇印
jīn chūn míng	金春明
jīn chūn xǐ	金春喜
jīn dà shí	金大时
jīn dá wēi	金达威
jīn dà yuán	金大元
jīn dào xián	金道贤
jīn dào yīng	金道英
jīn dé ěr	金德尔
jīn dé fēng	金德丰
jīn dé wěi	金德伟
jīn dé yīng	金德瑛
jīn dé yǒng	金德永
jīn dēng gàn	金登干
jīn dí yà	金迪亚
jīn diàn guó	金殿国
jīn dōng hé	金东河
jīn dōng huàn	金东焕
jīn dōng huī	金东辉
jīn dōng jìn	金东进
jīn dōng miǎn	金东勉
jīn dōng shèng	金东圣
jīn dōng wén	金东文
jīn dōng xī	金东希
jīn dōng yè	金东烨
jīn dōng yīng	金东英
jīn dōng yù	金东昱
jīn dōng zhù	金东柱
jīn dòu xuàn	金斗炫
jīn dòu xuàn	金斗铉
jīn dòu yáng	金斗洋
jīn ēn chí	金恩持
jīn ēn qìng	金恩庆
jīn ēn shàn	金恩善
jīn ēn shèng	金恩圣
jīn fēi bào	金飞豹
jīn fēi lóng	金飞龙
jīn fú yuán	金福源
jīn fù yuán	金富源
jīn gé lǐ	金格里
jīn gé lín	金格林
jīn gé zhí	金格植
jīn guān lín	金冠霖
jīn guāng tì	金光悌
jīn guǎng xuàn	金广铉
jīn guāng yī	金光一
jīn guāng zhōng	金光中
jīn guī nán	金圭南
jīn guī zhōng	金圭钟
jīn guó dòng	金国栋
jīn guó hàn	金国汗
jīn guó wēi	金国威
jīn guó xiáng	金国祥
jīn guó zhèn	金国振
jīn hǎi lóng	金海龙
jīn hǎi yún	金海云
jīn hàn dǐng	金汉鼎
jīn hào jùn	金浩俊
jīn hào sēn	金浩森
jīn hào yīng	金浩英
jīn hè fàn	金鹤范
jīn hè fēng	金赫峰
jīn hēng huàn	金亨奂
jīn hēng kuí	金亨奎
jīn hēng quán	金亨权
jīn hēng shuò	金亨硕
jīn hēng tài	金亨泰
jīn héng wěi	金恒炜
jīn hēng xī	金亨锡
jīn hóng dá	金泓达
jīn hóng fā	金洪发
jīn hóng jūn	金鸿钧
jīn hóng méi	金红梅
jīn hòu zài	金厚载
jīn huì ēn	金惠恩
jīn huì jūn	金慧君
jīn huì jùn	金慧峻
jīn huì lín	金慧麟
jīn huì xīng	金彗星
jīn huì yù	金惠玉
jīn huì yù	金惠钰
jīn jí dīng	金吉丁
jīn jī dòu	金基斗
jīn jiǎ chún	金甲淳
jīn jiā fān	金家藩
jīn jiǎ huàn	金甲唤
jīn jiàn huá	金建华
jīn jiàn nán	金剑南
jīn jiàn zhōng	金建中
jīn jiāng bō	金江波
jīn jǐn píng	金锦萍
jīn jǐn xiāng	金锦香
jīn jīng hào	金京浩
jīn jīng yuán	金京元
jīn jiǒng yòu	金炯佑
jīn jiǔ zhé	金久哲
jīn jú xiāng	金菊香
jīn kǎi dé	金凯德
jīn kǎi fú	金凯福
jīn kǎi píng	金凯平
jīn kè lái	金克莱
jīn kè màn	金克曼
jīn lái kè	金莱克
jīn lái tè	金莱特
jīn lì héng	金利恒
jīn lì huá	金丽华
jīn lì jié	金莉洁
jīn lì lì	金莉莉
jīn lì mín	金利民
jīn lì zhēn	金丽珍
jīn lín lín	金琳琳
jīn lóng guó	金龙国
jīn lóng tài	金龙泰
jīn lǔ xián	金鲁贤
jīn lù yì	金路易
jīn luò sī	金洛斯
jīn luó yīng	金罗英
jīn mǎ kè	金马克
jīn mǎ lì	金马利
jīn mǎ sù	金马素
jīn mài kè	金麦克
jīn máo kē	金毛柯
jīn máo shēng	金毛生
jīn mào xiáng	金茂祥
jīn máo yǒng	金矛勇
jīn měi měi	金美美
jīn méi shēng	金梅生
jīn mǐn jī	金敏基
jīn mín shǎng	金珉赏
jīn mǐn shū	金敏书
jīn míng chāng	金明昌
jīn míng chūn	金明春
jīn míng guó	金明国
jīn míng huá	金明华
jīn míng jí	金明吉
jīn míng shì	金名世
jīn míng shuǐ	金明水
jīn míng xùn	金明训
jīn míng yuān	金明渊
jīn míng zhé	金明哲
jīn mò yù	金墨玉
jīn mò yù	金默玉
jīn mù yì	金木义
jīn nà hǎi	金那海
jīn ní màn	金尼曼
jīn ní sī	金尼斯
jīn pèi shān	金佩珊
jīn pèi shān	金佩姗
jīn qiàn qiàn	金茜倩
jīn rén jié	金仁杰
jīn rén quán	金仁权
jīn rén xiè	金仁燮
jīn rì huàn	金日焕
jīn róng zhū	金荣洙
jīn ruì lóng	金瑞龙
jīn ruì yáo	金瑞瑶
jīn ruì yīng	金瑞英
jīn rùn guàn	金润贯
jīn ruò ān	金若安
jīn shì sōng	金士松
jīn shì tōng	金世通
jīn shī xián	金施贤
jīn shì yù	金式玉
jīn shòu gēn	金寿根
jīn shuài hóng	金帅红
jīn shuāng yán	金双岩
jīn sì hǎi	金四海
jīn sī jī	金斯基
jīn sī kè	金斯克
jīn sī lái	金斯莱
jīn sī lǎng	金思朗
jīn sī lì	金斯利
jīn sī lín	金斯林
jīn sōng yí	金松怡
jīn sòng yī	金宋依
jīn suǒ jūn	金所军
jīn tài chéng	金泰成
jīn tài hé	金泰河
jīn tài huàn	金泰焕
jīn tài jiǎ	金泰甲
jīn tài kè	金泰克
jīn tài róng	金泰荣
jīn tài xūn	金太勋
jīn tài yán	金泰延
jīn tài yìng	金泰映
jīn tài yǒng	金泰勇
jīn tài yòu	金太祐
jīn tài zhū	金泰洙
jīn tè ěr	金特尔
jīn tè lǐ	金特里
jīn tè luó	金特罗
jīn tiān hé	金天翮
jīn tián yī	金田一
jīn tián zhǎo	津田沼
jīn tián zhèng	金田正
jīn tiān zhù	金天柱
jīn tíng yòu	金廷祐
jīn wàn fú	金万福
jīn wàn nián	金万年
jīn wàn shù	金万树
jīn wàn tōng	金万通
jīn wán xìn	金丸信
jīn wèi bīn	金渭斌
jīn wèi dōng	金卫东
jīn wěi huá	金伟华
jīn wéi nuò	金维诺
jīn wén jié	金文杰
jīn wén xiáng	金文翔
jīn wén xīn	金雯昕
jīn wén xiù	金文秀
jīn wǔ lín	金武林
jīn wǔ xiáng	金武祥
jīn wù xiào	金戊校
jīn wǔ zhōu	金武周
jīn xǐ bì	金玺碧
jīn xī hé	金希河
jīn xī kūn	金希坤
jīn xī wén	金希文
jīn xián chéng	金贤成
jīn xiān mín	金鲜珉
jīn xiǎn zhái	金显宅
jīn xián zhí	金贤植
jīn xiàng hè	金相赫
jīn xiāng lóng	金湘隆
jīn xiàng yìn	金相印
jīn xiàng yòu	金相佑
jīn xiàng zhí	金相植
jīn xīn míng	金心明
jīn xīn xīn	金欣欣
jīn xīn yì	金心异
jīn xìng jiǎ	金性甲
jīn xīng zhū	金兴铢
jīn xìng zhū	金性洙
jīn xiù líng	金秀玲
jīn xiù yǒng	金秀勇
jīn xiù zhuàng	金秀壮
jīn xǔ chāng	金许昌
jīn xuě sōng	金雪松
